"DATUM","TYP","VOM KONTO","ZUM KONTO / ZUR KATEGORIE","BETRAG","WÄHRUNG","BETRAG 2","WÄHRUNG 2","BEZEICHNUNGEN","NOTIZEN"
"07.08.19","Ausgabe","Girokarte","Arbeit (Lebensmittel)","2.99","EUR","2.99","EUR","",""
"06.08.19","Ausgabe","Girokarte","Arbeit (Lebensmittel)","4.02","EUR","4.02","EUR","",""
"06.08.19","Ausgabe","Girokarte","Abonnenements ","7.99","EUR","7.99","EUR","",""
"06.08.19","Ausgabe","Girokarte","Abonnenements ","9.99","EUR","9.99","EUR","",""
"06.08.19","Ausgabe","Girokarte","Abonnenements ","9.99","EUR","9.99","EUR","",""
"05.08.19","Ausgabe","Girokarte","Freizeit","12.01","EUR","12.01","EUR","",""
"05.08.19","Ausgabe","Girokarte","Lebensmittel","32.15","EUR","32.15","EUR","",""
"05.08.19","Ausgabe","Girokarte","Reisen","16.27","EUR","16.27","EUR","","Flixbus"
"05.08.19","Ausgabe","Girokarte","Reisen","99.6","EUR","99.6","EUR","","Sommerticket "
"05.08.19","Ausgabe","Girokarte","Miete","582","EUR","582","EUR","",""
"05.08.19","Ausgabe","Girokarte","Sich gönnen","4.9","EUR","4.9","EUR","","Schwimmbad"
"03.08.19","Ausgabe","Girokarte","Miete","9.23","EUR","9.23","EUR","",""
"02.08.19","Ausgabe","Girokarte","Kleidung (Allgemein)","37.95","EUR","37.95","EUR","",""
"02.08.19","Ausgabe","Girokarte","Kleidung (Allgemein)","6.5","EUR","6.5","EUR","",""
"01.08.19","Ausgabe","Girokarte","Freizeit","10","EUR","10","EUR","",""
"01.08.19","Einnahme","Girokarte","Einnahmen","50","EUR","50","EUR","",""
"30.07.19","Ausgabe","Girokarte","Lebensmittel","4.3","EUR","4.3","EUR","",""
"30.07.19","Ausgabe","Girokarte","Lebensmittel","2.58","EUR","2.58","EUR","",""
"30.07.19","Ausgabe","Girokarte","Lebensmittel","7","EUR","7","EUR","",""
"29.07.19","Ausgabe","Girokarte","Lebensmittel","34.85","EUR","34.85","EUR","",""
"29.07.19","Ausgabe","Girokarte","Allgemein","69.99","EUR","69.99","EUR","","Kommode"
"29.07.19","Ausgabe","Girokarte","Sich gönnen","7.8","EUR","7.8","EUR","",""
"27.07.19","Ausgabe","Girokarte"," Sonstiges (Allgemein)","6.31","EUR","6.31","EUR","","Uni"
"26.07.19","Ausgabe","Girokarte","Lebensmittel","30.12","EUR","30.12","EUR","",""
"25.07.19","Ausgabe","Girokarte","Lebensmittel","26.73","EUR","26.73","EUR","",""
"25.07.19","Ausgabe","Girokarte","Lebensmittel","3.64","EUR","3.64","EUR","",""
"24.07.19","Ausgabe","Girokarte","Lebensmittel","8.54","EUR","8.54","EUR","",""
"24.07.19","Einnahme","Girokarte","Omi","50","EUR","50","EUR","",""
"24.07.19","Einnahme","Girokarte","BAFöG","336","EUR","336","EUR","",""
"24.07.19","Einnahme","Girokarte","Papa","314","EUR","314","EUR","",""
"24.07.19","Ausgabe","Girokarte","Abonnenements ","14.99","EUR","14.99","EUR","",""
"23.07.19","Ausgabe","Girokarte","Sich gönnen","11.56","EUR","11.56","EUR","",""
"23.07.19","Ausgabe","Girokarte","Allgemein","19.94","EUR","19.94","EUR","","Wäschekorb"
"22.07.19","Ausgabe","Girokarte","Sich gönnen","10","EUR","10","EUR","",""
"22.07.19","Ausgabe","Girokarte","Lebensmittel","10.26","EUR","10.26","EUR","",""
"22.07.19","Ausgabe","Girokarte","Weiterbildung","120","EUR","120","EUR","","Madrid"
"22.07.19","Ausgabe","Girokarte","Weiterbildung","358.77","EUR","358.77","EUR","","Semesterbeitraf"
"20.07.19","Ausgabe","Girokarte","Lebensmittel","11.56","EUR","11.56","EUR","",""
"20.07.19","Ausgabe","Girokarte","Gesundheit","2.4","EUR","2.4","EUR","",""
"20.07.19","Ausgabe","Girokarte","Lebensmittel","8.15","EUR","8.15","EUR","",""
"20.07.19","Ausgabe","Girokarte","Reisen","2.8","EUR","2.8","EUR","",""
"19.07.19","Ausgabe","Girokarte","Lebensmittel","2.4","EUR","2.4","EUR","",""
"19.07.19","Ausgabe","Girokarte","Lebensmittel","7.76","EUR","7.76","EUR","",""
"19.07.19","Ausgabe","Girokarte","Schulden","1000","EUR","1000","EUR","",""
"19.07.19","Ausgabe","Girokarte","Allgemein","4.8","EUR","4.8","EUR","",""
"19.07.19","Ausgabe","Girokarte","Gesundheit","14.4","EUR","14.4","EUR","",""
"18.07.19","Einnahme","Girokarte","Einnahmen","3000","EUR","3000","EUR","","Mlp"
"18.07.19","Einnahme","Girokarte","Zaubern","390","EUR","390","EUR","",""
"18.07.19","Ausgabe","Girokarte","Freizeit","12","EUR","12","EUR","",""
"17.07.19","Ausgabe","Girokarte","Allgemein","8.1","EUR","8.1","EUR","",""
"16.07.19","Ausgabe","Girokarte","Lebensmittel","47.32","EUR","47.32","EUR","",""
"16.07.19","Ausgabe","Girokarte"," Sonstiges (Allgemein)","6.17","EUR","6.17","EUR","",""
"16.07.19","Ausgabe","Girokarte","Mensa (Lebensmittel)","10","EUR","10","EUR","",""
"15.07.19","Ausgabe","Girokarte","Reisen","62.3","EUR","62.3","EUR","","Budapest"
"15.07.19","Ausgabe","Girokarte","Lebensmittel","5.5","EUR","5.5","EUR","",""
"14.07.19","Ausgabe","Girokarte","Reisen","41.5","EUR","41.5","EUR","","Therme + essen "
"10.07.19","Ausgabe","Girokarte","Reisen","10.5","EUR","10.5","EUR","",""
"09.07.19","Ausgabe","Girokarte","Reisen","51.1","EUR","51.1","EUR","",""
"08.07.19","Ausgabe","Girokarte","Allgemein","1","EUR","1","EUR","",""
"08.07.19","Ausgabe","Girokarte","Lebensmittel","4.5","EUR","4.5","EUR","",""
"08.07.19","Ausgabe","Girokarte","Lebensmittel","7.38","EUR","7.38","EUR","",""
"08.07.19","Ausgabe","Girokarte","Allgemein","9.35","EUR","9.35","EUR","","Drogerie Artikel für flug"
"08.07.19","Ausgabe","Girokarte","Gesundheit","3.49","EUR","3.49","EUR","",""
"08.07.19","Ausgabe","Girokarte","Kleidung (Allgemein)","34.3","EUR","34.3","EUR","","Reinigung "
"07.07.19","Ausgabe","Girokarte","Allgemein","1","EUR","1","EUR","",""
"07.07.19","Ausgabe","Girokarte","Lebensmittel","5","EUR","5","EUR","",""
"07.07.19","Ausgabe","Girokarte","Lebensmittel","5.9","EUR","5.9","EUR","",""
"06.07.19","Einnahme","Girokarte","Trinkgeld","40","EUR","40","EUR","",""
"06.07.19","Ausgabe","Girokarte","Abonnenements ","7.99","EUR","7.99","EUR","",""
"06.07.19","Ausgabe","Girokarte","Abonnenements ","9.99","EUR","9.99","EUR","",""
"06.07.19","Ausgabe","Girokarte","Abonnenements ","9.99","EUR","9.99","EUR","",""
"05.07.19","Einnahme","Girokarte","Trinkgeld","37","EUR","37","EUR","",""
"05.07.19","Ausgabe","Girokarte","Reisen","2.4","EUR","2.4","EUR","",""
"04.07.19","Einnahme","Girokarte","Trinkgeld","54","EUR","54","EUR","",""
"04.07.19","Ausgabe","Girokarte","Lebensmittel","3.3","EUR","3.3","EUR","",""
"04.07.19","Ausgabe","Girokarte","Allgemein","1","EUR","1","EUR","",""
"04.07.19","Ausgabe","Girokarte","Lebensmittel","6.35","EUR","6.35","EUR","",""
"03.07.19","Ausgabe","Girokarte","Allgemein","8.75","EUR","8.75","EUR","","Rénovation"
"03.07.19","Ausgabe","Girokarte","Reisen","29.9","EUR","29.9","EUR","","Reise nach kiel"
"03.07.19","Ausgabe","Girokarte","Reisen","22.27","EUR","22.27","EUR","","Dd Bs bus"
"03.07.19","Ausgabe","Girokarte","Miete","9.23","EUR","9.23","EUR","",""
"03.07.19","Ausgabe","Girokarte","Miete","290","EUR","290","EUR","",""
"03.07.19","Ausgabe","Girokarte","Miete","292","EUR","292","EUR","",""
"01.07.19","Ausgabe","Girokarte","Freizeit","5","EUR","5","EUR","",""
"01.07.19","Ausgabe","Girokarte","Sich gönnen","10.4","EUR","10.4","EUR","",""
"01.07.19","Ausgabe","Girokarte","Allgemein","0.3","EUR","0.3","EUR","",""
"01.07.19","Ausgabe","Girokarte","Allgemein","7.69","EUR","7.69","EUR","",""
"01.07.19","Ausgabe","Girokarte","Freizeit","2.99","EUR","2.99","EUR","",""
"30.06.19","Ausgabe","Girokarte","Freizeit","35","EUR","35","EUR","","Sunny",""
"29.06.19","Ausgabe","Girokarte","Reisen","21.2","EUR","21.2","EUR","","Bus dd"
"29.06.19","Ausgabe","Girokarte","Lebensmittel","20.34","EUR","20.34","EUR","",""
"26.06.19","Ausgabe","Girokarte","Allgemein","31.48","EUR","31.48","EUR","","Neuer Rucksack"
"26.06.19","Ausgabe","Girokarte","Reisen","5.9","EUR","5.9","EUR","",""
"26.06.19","Ausgabe","Girokarte","Lebensmittel","7.24","EUR","7.24","EUR","",""
"26.06.19","Einnahme","Girokarte","Omi","50","EUR","50","EUR","",""
"26.06.19","Einnahme","Girokarte","BAFöG","336","EUR","336","EUR","",""
"26.06.19","Einnahme","Girokarte","Papa","314","EUR","314","EUR","",""
"26.06.19","Ausgabe","Girokarte","Abonnenements ","14.99","EUR","14.99","EUR","",""
"25.06.19","Ausgabe","Girokarte","Kleidung (Allgemein)","24.9","EUR","24.9","EUR","","Schuhe "
"25.06.19","Ausgabe","Girokarte","Kleidung (Allgemein)","36.13","EUR","36.13","EUR","","Cheenos"
"25.06.19","Ausgabe","Girokarte","Allgemein","33","EUR","33","EUR","","Fahrradreparatur"
"24.06.19","Ausgabe","Girokarte","Allgemein","153.51","EUR","153.51","EUR","","QX Aufnahme Gebühr"
"24.06.19","Ausgabe","Girokarte","Reisen","49.4","EUR","49.4","EUR","",""
"23.06.19","Ausgabe","Girokarte","Allgemein","1","EUR","1","EUR","",""
"23.06.19","Ausgabe","Girokarte","Lebensmittel","3","EUR","3","EUR","",""
"21.06.19","Ausgabe","Girokarte","Reisen","44.9","EUR","44.9","EUR","","MLP campus"
"20.06.19","Ausgabe","Girokarte","Lebensmittel","34.11","EUR","34.11","EUR","",""
"20.06.19","Ausgabe","Girokarte","Reisen","2.5","EUR","2.5","EUR","",""
"20.06.19","Ausgabe","Girokarte","Lebensmittel","4.15","EUR","4.15","EUR","",""
"19.06.19","Ausgabe","Girokarte","Lebensmittel","4","EUR","4","EUR","",""
"19.06.19","Ausgabe","Girokarte","Lebensmittel","1.5","EUR","1.5","EUR","",""
"16.06.19","Ausgabe","Girokarte","Schulden","129","EUR","129","EUR","",""
"12.06.19","Ausgabe","Girokarte","Allgemein","4","EUR","4","EUR","",""
"09.06.19","Einnahme","Girokarte","Trinkgeld","16","EUR","16","EUR","",""
"09.06.19","Ausgabe","Girokarte","Reisen","16.26","EUR","16.26","EUR","",""
"07.06.19","Ausgabe","Girokarte","Allgemein","1.89","EUR","1.89","EUR","",""
"07.06.19","Ausgabe","Girokarte","Freizeit","22","EUR","22","EUR","",""
"07.06.19","Einnahme","Girokarte","Trinkgeld","19","EUR","19","EUR","",""
"06.06.19","Ausgabe","Girokarte","Abonnenements ","7.99","EUR","7.99","EUR","",""
"06.06.19","Ausgabe","Girokarte","Abonnenements ","9.99","EUR","9.99","EUR","",""
"06.06.19","Ausgabe","Girokarte","Abonnenements ","9.99","EUR","9.99","EUR","",""
"05.06.19","Ausgabe","Girokarte","Allgemein","19.9","EUR","19.9","EUR","","Bahncard 25"
"05.06.19","Ausgabe","Girokarte","Miete","582","EUR","582","EUR","",""
"05.06.19","Ausgabe","Girokarte","Lebensmittel","9.89","EUR","9.89","EUR","",""
"05.06.19","Ausgabe","Girokarte","Reisen","3.33","EUR","3.33","EUR","",""
"04.06.19","Ausgabe","Girokarte","Reisen","3.33","EUR","3.33","EUR","",""
"04.06.19","Ausgabe","Girokarte","Reisen","6.08","EUR","6.08","EUR","",""
"03.06.19","Ausgabe","Girokarte","Allgemein","1.5","EUR","1.5","EUR","",""
"03.06.19","Ausgabe","Girokarte","Lebensmittel","1.79","EUR","1.79","EUR","",""
"03.06.19","Ausgabe","Girokarte","Allgemein","1.79","EUR","1.79","EUR","",""
"02.06.19","Ausgabe","Girokarte","Reisen","19.9","EUR","19.9","EUR","","Fahrt nach Dresden "
"01.06.19","Ausgabe","Girokarte","Lebensmittel","13.89","EUR","13.89","EUR","",""
"01.06.19","Ausgabe","Girokarte","Reisen","12.5","EUR","12.5","EUR","","Budapest "
"01.06.19","Ausgabe","Girokarte","Reisen","18.5","EUR","18.5","EUR","","Hostel Budapest "
"31.05.19","Ausgabe","Girokarte","Lebensmittel","14.98","EUR","14.98","EUR","",""
"29.05.19","Ausgabe","Girokarte","Lebensmittel","12.91","EUR","12.91","EUR","",""
"29.05.19","Einnahme","Girokarte","Omi","50","EUR","50","EUR","",""
"29.05.19","Einnahme","Girokarte","Papa","314","EUR","314","EUR","",""
"29.05.19","Einnahme","Girokarte","BAFöG","336","EUR","336","EUR","",""
"29.05.19","Ausgabe","Girokarte","Abonnenements ","14.99","EUR","14.99","EUR","",""
"28.05.19","Ausgabe","Girokarte","Allgemein","23.95","EUR","23.95","EUR","","kamera"
"28.05.19","Ausgabe","Girokarte","Miete","60","EUR","60","EUR","","Nebenkosten"
"28.05.19","Ausgabe","Girokarte","Miete","232","EUR","232","EUR","","Miete"
"27.05.19","Ausgabe","Girokarte","Lebensmittel","9.9","EUR","9.9","EUR","",""
"27.05.19","Ausgabe","Girokarte","Allgemein","12","EUR","12","EUR","","Umzugskisten"
"25.05.19","Ausgabe","Girokarte","Freizeit","9.95","EUR","9.95","EUR","",""
"25.05.19","Ausgabe","Girokarte","Allgemein","3.23","EUR","3.23","EUR","",""
"25.05.19","Ausgabe","Girokarte","Lebensmittel","3","EUR","3","EUR","",""
"24.05.19","Ausgabe","Girokarte","Allgemein","0.7","EUR","0.7","EUR","",""
"24.05.19","Ausgabe","Girokarte","Lebensmittel","15.6","EUR","15.6","EUR","",""
"24.05.19","Ausgabe","Girokarte","Reisen","93.08","EUR","93.08","EUR","","Flüge Budapest"
"23.05.19","Ausgabe","Girokarte","Zaubern (Allgemein)","94.93","EUR","94.93","EUR","","Ed Lessons "
"23.05.19","Ausgabe","Girokarte","Freizeit","5","EUR","5","EUR","",""
"22.05.19","Ausgabe","Girokarte","Mensa (Lebensmittel)","10","EUR","10","EUR","",""
"21.05.19","Ausgabe","Girokarte","Lebensmittel","12.99","EUR","12.99","EUR","",""
"21.05.19","Ausgabe","Girokarte","Zaubern (Allgemein)","50","EUR","50","EUR","",""
"20.05.19","Ausgabe","Girokarte","Reisen","30.54","EUR","30.54","EUR","","Qx Frankfurt"
"20.05.19","Ausgabe","Girokarte","Reisen","44.96","EUR","44.96","EUR","","Ausrüstung bergtour"
"20.05.19","Einnahme","Girokarte","Omi","20","EUR","20","EUR","",""
"19.05.19","Ausgabe","Girokarte","Lebensmittel","5.57","EUR","5.57","EUR","",""
"19.05.19","Ausgabe","Girokarte","Freizeit","6","EUR","6","EUR","",""
"18.05.19","Ausgabe","Girokarte","Reisen","16.23","EUR","16.23","EUR","",""
"18.05.19","Einnahme","Girokarte","Zaubern","400","EUR","400","EUR","",""
"18.05.19","Einnahme","Girokarte","Trinkgeld","55","EUR","55","EUR","",""
"18.05.19","Ausgabe","Girokarte","Zaubern (Allgemein)","5","EUR","5","EUR","",""
"18.05.19","Ausgabe","Girokarte","Lebensmittel","3.23","EUR","3.23","EUR","",""
"16.05.19","Ausgabe","Girokarte","Reisen","4.4","EUR","4.4","EUR","",""
"16.05.19","Ausgabe","Girokarte","Allgemein","20","EUR","20","EUR","","Kopfhörer"
"16.05.19","Ausgabe","Girokarte","Lebensmittel","5.6","EUR","5.6","EUR","",""
"15.05.19","Ausgabe","Girokarte","Mensa (Lebensmittel)","10","EUR","10","EUR","",""
"15.05.19","Ausgabe","Girokarte","Lebensmittel","2.6","EUR","2.6","EUR","",""
"14.05.19","Ausgabe","Girokarte","Freizeit","4","EUR","4","EUR","",""
"14.05.19","Ausgabe","Girokarte","Allgemein","4","EUR","4","EUR","",""
"14.05.19","Ausgabe","Girokarte","Allgemein","7.45","EUR","7.45","EUR","","Makeup concealer"
"13.05.19","Ausgabe","Girokarte","Lebensmittel","17.89","EUR","17.89","EUR","",""
"12.05.19","Ausgabe","Girokarte","Reisen","17.99","EUR","17.99","EUR","","Bus Dresden "
"12.05.19","Ausgabe","Girokarte","Freizeit","12","EUR","12","EUR","",""
"10.05.19","Ausgabe","Girokarte","Lebensmittel","3","EUR","3","EUR","",""
"10.05.19","Ausgabe","Girokarte","Weiterbildung","7","EUR","7","EUR","",""
"09.05.19","Ausgabe","Girokarte","Freizeit","20","EUR","20","EUR","","Antonia "
"09.05.19","Ausgabe","Girokarte","Lebensmittel","26.59","EUR","26.59","EUR","",""
"09.05.19","Ausgabe","Girokarte","Kleidung (Allgemein)","4.8","EUR","4.8","EUR","","Reinigung "
"09.05.19","Ausgabe","Girokarte","Kleidung (Allgemein)","7","EUR","7","EUR","",""
"09.05.19","Ausgabe","Girokarte","Zaubern (Allgemein)","45.85","EUR","45.85","EUR","","Anzug-Schuhe"
"08.05.19","Einnahme","Girokarte","Einnahmen","50","EUR","50","EUR","","Comedy "
"07.05.19","Ausgabe","Girokarte","Allgemein","28.95","EUR","28.95","EUR","","Powerbank"
"07.05.19","Ausgabe","Girokarte","Reisen","9","EUR","9","EUR","","Sondergepäckszuschlag"
"07.05.19","Ausgabe","Girokarte","Lebensmittel","2.4","EUR","2.4","EUR","",""
"06.05.19","Ausgabe","Girokarte","Weiterbildung","29","EUR","29","EUR","","Qx AC "
"06.05.19","Ausgabe","Girokarte","Lebensmittel","24.09","EUR","24.09","EUR","",""
"06.05.19","Ausgabe","Girokarte","Zaubern (Allgemein)","15.99","EUR","15.99","EUR","","Visitenkarten "
"06.05.19","Ausgabe","Girokarte","Gesundheit","30","EUR","30","EUR","","Fitbox"
"06.05.19","Ausgabe","Girokarte","Abonnenements ","9.99","EUR","9.99","EUR","",""
"06.05.19","Ausgabe","Girokarte","Abonnenements ","9.99","EUR","9.99","EUR","",""
"06.05.19","Ausgabe","Girokarte","Abonnenements ","7.99","EUR","7.99","EUR","",""
"05.05.19","Ausgabe","Girokarte","Miete","60","EUR","60","EUR","","Nebenkosten"
"05.05.19","Ausgabe","Girokarte","Miete","232","EUR","232","EUR","","Miete"
"04.05.19","Ausgabe","Girokarte","Freizeit","7","EUR","7","EUR","",""
"03.05.19","Ausgabe","Girokarte","Freizeit","11","EUR","11","EUR","",""
"02.05.19","Ausgabe","Girokarte","Lebensmittel","22.76","EUR","22.76","EUR","",""
"01.05.19","Einnahme","Girokarte","Omi","50","EUR","50","EUR","",""
"01.05.19","Einnahme","Girokarte","Papa","314","EUR","314","EUR","",""
"01.05.19","Einnahme","Girokarte","BAFöG","336","EUR","336","EUR","",""
"01.05.19","Ausgabe","Girokarte","Abonnenements ","14.99","EUR","14.99","EUR","",""
"30.04.19","Ausgabe","Girokarte","Freizeit","8.6","EUR","8.6","EUR","",""
"30.04.19","Ausgabe","Girokarte","Schulden","33.33","EUR","33.33","EUR","",""
"30.04.19","Ausgabe","Girokarte","Weiterbildung","290","EUR","290","EUR","","Agora Konferenz"
"30.04.19","Ausgabe","Girokarte","Allgemein","22.95","EUR","22.95","EUR","","Fahrradschloss"
"30.04.19","Ausgabe","Girokarte","Lebensmittel","32.25","EUR","32.25","EUR","",""
"30.04.19","Ausgabe","Girokarte","Lebensmittel","5","EUR","5","EUR","",""
"29.04.19","Ausgabe","Girokarte","Zaubern (Allgemein)","9.95","EUR","9.95","EUR","",""
"28.04.19","Ausgabe","Girokarte","Freizeit","20","EUR","20","EUR","",""
"27.04.19","Ausgabe","Girokarte","Reisen","3.4","EUR","3.4","EUR","",""
"27.04.19","Ausgabe","Girokarte","Reisen","3.4","EUR","3.4","EUR","",""
"26.04.19","Ausgabe","Girokarte","Lebensmittel","2.2","EUR","2.2","EUR","",""
"26.04.19","Ausgabe","Girokarte","Reisen","2.8","EUR","2.8","EUR","",""
"25.04.19","Ausgabe","Girokarte","Lebensmittel","3.14","EUR","3.14","EUR","",""
